Rk,Player,Nation,Pos,Club,League,Age,Recov%,Int,Int_rk,Int%,BlkSh,Blksh_rk,Blksh%,BlkPass,BlkPass_rk,BlkPass%,Clr,clr_rk,Clr%,Tkl,Tkl_rk,Tkl%,Press,Press_rk,Press%,Blocks,Blocks_rk,Blocks%
1466,Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,32,41.58958547,2.54,2664,91.22987324,0.77,2631,90.09934909,1.46,2215,75.84789311,5.92,2823,98.43041507,1.92,1849,63.30935252,11.5,924,31.62041795,2.23,2533,86.74203494
1467,Érik Lamela,ARG,FW,Sevilla,La Liga,30,37.06748887,0.97,1197,40.97293594,0,1,0,1.33,2022,69.23603974,0.27,703,24.48552494,3.01,2628,89.99657417,20,2207,75.57382665,1.33,1403,48.03014731
1468,Didier Lamkel Zé,CMR,FW,Metz,Ligue 1,25,22.19938335,0,1,0,0.15,1424,48.74957177,0.45,674,23.05584104,0.75,1188,41.40216254,0.6,613,20.96608428,8.51,521,17.81431997,0.6,634,21.68550874
1469,Sam Lammers,NED,FW,Eint Frankfurt,Bundesliga,25,10.24323398,0.7,970,33.1963001,0.18,1549,53.03186023,0.7,990,33.88146626,0.7,1128,39.30938263,1.23,1128,38.60911271,21.8,2432,83.28194587,0.88,873,29.87324426
1470,Sam Lammers,NED,FW,Atalanta,Serie A,25,22.67899966,0,1,0,0,1,0,2.5,2831,96.95101062,0,1,0,0,1,0,17.5,1840,63.00102775,2.5,2683,91.88078109
1471,Tariq Lamptey,ENG,DFFW,Brighton,Premier League,21,44.63857485,2.14,2396,82.0486468,0.23,1711,58.58170606,1.04,1536,52.58650223,1.1,1528,53.26124869,2.2,2109,72.2165125,14.2,1327,45.42651593,1.27,1330,45.52929085
1472,Manuel Lanzini,ARG,MFFW,West Ham,Premier League,29,75.23124358,1.41,1634,55.94381638,0.05,1050,35.93696471,1.06,1577,53.99109284,0.35,797,27.76421346,1.26,1170,40.04796163,18.8,2059,70.50359712,1.11,1122,38.40356286
1473,Aymeric Laporte,ESP,DF,Manchester City,Premier League,28,72.59335389,1.05,1280,43.81637547,0.35,2036,69.71565605,0.41,650,22.23364166,2.48,2235,77.92117196,0.99,860,29.42788626,4.43,303,10.34600891,0.76,768,26.27612196
1474,Julien Laporte,FRA,DF,Lorient,Ligue 1,28,60.60294621,2.24,2481,84.96060295,0.72,2586,88.55772525,0.87,1242,42.51455978,5.92,2823,98.43041507,2.21,2117,72.49057897,9.66,658,22.50770812,1.59,1767,60.50017129
1475,Yasser Larouci,ALG,DF,Troyes,Ligue 1,21,39.56834532,2.37,2574,88.14662556,0,1,0,1.05,1557,53.30592669,2.1.1,#VALUE!,#VALUE!,1.58,1497,51.25042823,13.2,1172,40.11647825,1.05,1059,36.24528948
1476,Kevin Lasagna,ITA,FWMF,Hellas Verona,Serie A,29,19.83556012,0.53,833,28.50291196,0,1,0,1.14,1700,58.20486468,0.53,959,33.41471922,1.06,958,32.78520041,14.8,1416,48.47550531,1.14,1160,39.70537855
1477,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,28,55.01884207,1.53,1760,60.26036314,1.4,2866,98.15005139,0.79,1105,37.82117163,5.85,2818,98.25601674,0.92,800,27.3723878,6.72,381,13.0181569,2.18,2501,85.6457691
1478,Bryan Lasme,FRA,FW,Arminia,Bundesliga,23,18.05412813,0.1,552,18.87632751,0,1,0,1.03,1522,52.10688592,1.13,1564,54.51691664,0.62,620,21.20589243,20.5,2305,78.9311408,1.03,1037,35.49160671
1479,Paul Lasne,FRA,MF,Brest,Ligue 1,33,59.23261391,2.87,2780,95.20383693,0.32,1974,67.59164097,1.06,1577,53.99109284,1.28,1677,58.4583188,2.45,2310,79.10243234,22.9,2512,86.02261048,1.38,1468,50.25693731
1480,Latasa,ESP,FW,Real Madrid,La Liga,21,79.75334018,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,20,2207,75.57382665,0,1,0
1481,Toni Lato,ESP,DFMF,Valencia,La Liga,24,92.73723878,1.67,1916,65.60465913,0.15,1424,48.74957177,1.52,2279,78.0404248,3.03,2398,83.60655738,1.82,1743,59.67797191,18.2,1957,67.00924974,1.67,1881,64.40561836
1482,Armand Lauriente,FRA,FWMF,Lorient,Ligue 1,23,30.66118534,1.13,1357,46.45426516,0.07,1119,38.30078794,0.62,877,30.01027749,0.07,569,19.81164981,1.42,1322,45.25522439,19.4,2130,72.93593696,0.69,707,24.18636519
1483,Darko Lazovi?,SRB,DF,Hellas Verona,Serie A,31,55.1558753,1.3,1517,51.93559438,0.16,1460,49.98287085,1.43,2164,74.10071942,1.21,1623,56.57481688,1.27,1178,40.32202809,8.14,483,16.51250428,1.6,1782,61.01404591
1484,Manuel Lazzari,ITA,DF,Lazio,Serie A,28,42.89140116,1.46,1698,58.13634806,0.11,1268,43.40527578,1.08,1602,54.84755053,1.35,1725,60.13254273,1.68,1602,54.84755053,9.95,688,23.53545735,1.19,1207,41.31551901
1485,Théo Le Bris,FRA,MF,Lorient,Ligue 1,19,31.27783487,1.43,1653,56.59472422,0,1,0,0.5,704,24.08359027,0,1,0,2.86,2545,87.15313464,17.1,1782,61.01404591,5.71,2913,99.76019185
1486,Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,24,28.2288455,0.56,857,29.32511134,0.12,1309,44.80986639,0.87,1242,42.51455978,0.81,1258,43.8437391,0.62,620,21.20589243,24.3,2610,89.37992463,0.99,984,33.67591641
1487,Enzo Le Fée,FRA,MFFW,Lorient,Ligue 1,22,56.59472422,1.8,2066,70.74340528,0.04,1029,35.21754025,1.23,1846,63.2065776,0.78,1219,42.48343216,2.83,2534,86.77629325,24.3,2610,89.37992463,1.27,1330,45.52929085
1488,Vincent Le Goff,FRA,DF,Lorient,Ligue 1,32,49.16067146,1.44,1678,57.45118191,0.06,1078,36.89619733,1.18,1760,60.26036314,1.44,1787,62.29508197,2.03,1963,67.21479959,12.1,1008,34.49811579,1.24,1267,43.37101747
1489,Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,32,60.70572114,1.77,2036,69.71565605,0.73,2595,88.86605002,0.94,1366,46.76258993,2.5,2238,78.02581095,1.88,1799,61.59643714,9.27,616,21.0688592,1.67,1881,64.40561836
1490,Robin Le Normand,FRA,DF,Real Sociedad,La Liga,25,74.16923604,1.65,1908,65.33059267,0.62,2458,84.17266187,0.73,1025,35.08050702,4.73,2702,94.20997558,1.24,1140,39.0202124,8,469,16.03288798,1.35,1432,49.02363823
1491,Patrick Leal,USA,MF,Venezia,Serie A,19,3.905447071,0,1,0,0,1,0,1,1454,49.777321,1,1430,49.84304151,0,1,0,5,314,10.72285029,1,995,34.05275779
1492,Rafael Leão,POR,FW,Milan,Serie A,22,21.61699212,0.76,1021,34.94347379,0.07,1119,38.30078794,0.66,930,31.8259678,0.17,619,21.55563307,0.8,728,24.90578965,9.24,613,20.96608428,0.73,742,25.38540596
1493,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,36,25.14559781,0.04,545,18.63651936,0,1,0,0,1,0,0,1,0,0,1,0,0.12,187,6.372045221,0,1,0
1494,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,29,26.58444673,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.11,176,5.995203837,0,1,0
1495,Pierre Lees-Melou,FRA,MF,Norwich City,Premier League,29,72.01096266,1.67,1916,65.60465913,0.48,2279,78.0404248,1.15,1714,58.68448099,0.75,1188,41.40216254,2.58,2403,82.28845495,25.8,2685,91.9492977,1.63,1822,62.38437821
1496,Wu Lei,CHN,FWMF,Espanyol,La Liga,30,38.1294964,0.94,1164,39.84241178,0,1,0,1.13,1683,57.62247345,0.57,1006,35.05406348,0.75,702,24.01507366,15.5,1532,52.449469,1.13,1151,39.39705379
1497,Maxim Leitsch,GER,DF,Bochum,Bundesliga,24,87.9068174,3.04,2817,96.47139431,1.29,2856,97.80746831,1.29,1956,66.97499144,4.97,2729,95.15172654,1.35,1262,43.19972593,11.4,910,31.14080164,2.57,2719,93.11408016
1498,Lucas Leiva,BRA,MF,Lazio,Serie A,35,84.00137033,1.69,1949,66.73518328,0.58,2406,82.39122987,1.27,1929,66.05001713,1.75,1961,68.3641437,3.12,2675,91.60671463,19.4,2130,72.93593696,1.85,2139,73.24426173
1499,Florian Lejeune,FRA,DF,Alavés,La Liga,31,86.84480987,2.03,2310,79.10243234,0.73,2595,88.86605002,0.93,1348,46.14594039,5.7,2808,97.90722009,1.27,1178,40.32202809,8.53,526,17.98561151,1.67,1881,64.40561836
1500,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29,82.9393628,1.73,1988,68.07125728,0.51,2329,79.75334018,1.92,2651,90.78451524,2.52,2251,78.4792466,1.92,1849,63.30935252,13.3,1183,40.49331963,2.43,2655,90.92154848
1501,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,26,48.95512162,1.13,1357,46.45426516,0.06,1078,36.89619733,1.19,1776,60.80849606,0.5,931,32.43808859,1.63,1545,52.894827,17.5,1840,63.00102775,1.25,1284,43.9534087
1502,Félix Lemaréchal,CIV,MF,Monaco,Ligue 1,18,99.69167523,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,20,2207,75.57382665,0,1,0
1503,Mario Lemina,GAB,MF,Nice,Ligue 1,28,68.92771497,2.24,2481,84.96060295,0.37,2074,71.01747174,1.14,1700,58.20486468,1.92,2031,70.80572027,3.24,2703,92.56594724,14.1,1305,44.67283316,1.51,1669,57.14285714
1504,Fabien Lemoine,FRA,MF,Lorient,Ligue 1,35,92.3603974,1.53,1760,60.26036314,0.24,1740,59.57519699,1.37,2095,71.7368962,2.1,2110,73.56121381,3.15,2684,91.9150394,24.3,2610,89.37992463,1.61,1794,61.4251456
1505,Tim Lemperle,GER,FWMF,Köln,Bundesliga,20,67.93422405,0.59,884,30.25008565,0,1,0,0.59,832,28.46865365,0,1,0,2.94,2588,88.62624186,30.6,2818,96.50565262,0.59,629,21.5142172
1506,Ruben Lendinez,ESP,DF,Valencia,La Liga,19,13.12093183,0.67,942,32.23706749,0,1,0,0.67,945,32.33984241,4.67,2690,93.7914196,4,2832,96.98526893,17.3,1814,62.11031175,0.67,680,23.26139089
1507,Clément Lenglet,FRA,DF,Barcelona,La Liga,26,86.19390202,1.63,1883,64.47413498,0.33,1993,68.24254882,0.98,1429,48.92086331,2.07,2098,73.14265783,1.96,1880,64.37136005,12.4,1043,35.69715656,1.3,1365,46.72833162
1508,Aaron Lennon,ENG,MF,Burnley,Premier League,35,26.99554642,0.87,1109,37.95820486,0.23,1711,58.58170606,1.63,2412,82.59677972,0.76,1199,41.78583886,2.21,2117,72.49057897,20.2,2266,77.5950668,1.86,2156,73.82665296
1509,Bernd Leno,GER,GK,Arsenal,Premier League,30,13.12093183,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1510,Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,27,89.34566632,1.89,2159,73.92942789,0.54,2355,80.64405618,1.08,1602,54.84755053,4.32,2641,92.08231601,3.78,2811,96.26584447,15.3,1494,51.14765331,1.62,1808,61.9047619
1511,Léo Leroy,FRA,MF,Montpellier,Ligue 1,22,76.29325111,0.86,1096,37.51284687,0.71,2566,87.8725591,1.43,2164,74.10071942,1.14,1570,54.72619463,4.14,2851,97.63617677,32.7,2837,97.15656047,2.14,2469,84.54950325
1512,Alexandre Letellier,FRA,GK,Paris S-G,Ligue 1,31,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1513,Robert Lewandowski,POL,FW,Bayern Munich,Bundesliga,33,18.01986982,0.37,685,23.43268243,0.12,1309,44.80986639,0.61,861,29.46214457,0.24,672,23.40425532,0.34,500,17.09489551,9.79,675,23.09009935,0.73,742,25.38540596
1514,Jamie Leweling,GER,FWDF,Greuther Fürth,Bundesliga,21,26.82425488,0.96,1190,40.73312778,0.05,1050,35.93696471,0.92,1333,45.63206578,0.37,809,28.18276945,0.83,741,25.35114765,17.6,1857,63.58341898,0.96,951,32.54539226
1515,Jamal Lewis,NIR,DF,Newcastle Utd,Premier League,24,57.45118191,2.07,2337,80.02740665,0.69,2541,87.0161014,1.03,1522,52.10688592,2.07,2098,73.14265783,3.79,2812,96.30010277,14.5,1370,46.89962316,1.72,1976,67.66015759
1516,Luca Lezzerini,ITA,GK,Venezia,Serie A,27,32.61390887,0,1,0,0,1,0,0.18,545,18.63651936,0,1,0,0,1,0,0,1,0,0.18,496,16.95786228
1517,Ben Lhassine Kone,CIV,MF,Torino,Serie A,22,79.75334018,1.11,1335,45.70058239,0,1,0,0,1,0,2.22,2141,74.64248343,3.33,2721,93.18259678,28.9,2762,94.58718739,0,1,0
1518,Yanis Lhery,FRA,FWMF,Saint-Étienne,Ligue 1,19,51.59301131,1.25,1464,50.11990408,0,1,0,3.75,2904,99.45186708,0,1,0,2.5,2338,80.06166495,30,2777,95.10106201,3.75,2863,98.04727646
1519,Dimitri Liénard,FRA,DFMF,Strasbourg,Ligue 1,34,74.8886605,1.54,1774,60.73997945,0,1,0,1.41,2145,73.44981158,1.41,1761,61.38821067,3,2618,89.65399109,15.3,1494,51.14765331,1.41,1519,52.004111
1520,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,25,90.37341555,2.45,2612,89.44844125,0.85,2696,92.32613909,0.56,790,27.02980473,5.99,2835,98.84897105,0.75,702,24.01507366,5.45,331,11.30524152,1.41,1519,52.004111
1521,Matthijs de Ligt,NED,DF,Juventus,Serie A,22,62.41863652,1.41,1634,55.94381638,0.81,2660,91.09284001,0.81,1140,39.0202124,4.38,2651,92.43111266,1.28,1192,40.8016444,8.52,523,17.88283659,1.62,1808,61.9047619
1522,Isaac Lihadji,FRA,MFFW,Lille,Ligue 1,20,79.75334018,1.54,1774,60.73997945,0,1,0,0,1,0,0.38,823,28.67108476,1.15,1050,35.93696471,21.9,2440,83.55601233,0,1,0
1523,Anderson Lima,BRA,MF,Lazio,Serie A,22,15.82733813,2.86,2772,94.92977047,0,1,0,1.43,2164,74.10071942,0,1,0,5.71,2903,99.41760877,25.7,2678,91.70948955,1.43,1543,52.82631038
1524,Andreas Linde,SWE,GK,Greuther Fürth,Bundesliga,28,34.01849949,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1525,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,27,76.94415896,1.95,2209,75.64234327,0.76,2623,89.82528263,0.84,1192,40.8016444,4.58,2678,93.37286362,0.73,689,23.56971566,5.92,346,11.81911614,1.6,1782,61.01404591
1526,Jesper Lindstrøm,DEN,FWMF,Eint Frankfurt,Bundesliga,22,32.10003426,1.82,2086,71.42857143,0,1,0,1.73,2516,86.15964371,0.32,770,26.8224625,1.41,1315,45.01541624,22.7,2499,85.57725248,1.73,1991,68.1740322
1527,Karol Linetty,POL,MFFW,Torino,Serie A,27,47.68756423,0.8,1046,35.79993148,0.1,1227,42.00068517,0.8,1119,38.30078794,0.3,746,25.98535054,1.3,1214,41.55532717,19.3,2111,72.28502912,0.9,888,30.38711888
1528,Jesse Lingard,ENG,FWMF,Manchester Utd,Premier League,29,37.58136348,0.98,1203,41.17848578,0,1,0,0.73,1025,35.08050702,0.24,672,23.40425532,2.68,2456,84.10414526,26.8,2726,93.35388832,0.73,742,25.38540596
1529,Pol Lirola,ESP,DFMF,Marseille,Ligue 1,24,33.91572456,1.42,1642,56.21788284,0,1,0,1.22,1828,62.58992806,0.91,1354,47.19218696,1.32,1234,42.24049332,11.2,881,30.14731072,1.22,1233,42.20623501
1530,Valentino Livramento,ENG,DF,Southampton,Premier League,19,68.92771497,2.98,2803,95.99177801,0.41,2157,73.86091127,1.43,2164,74.10071942,2,2057,71.71259156,2.2,2109,72.2165125,13.6,1236,42.30900993,1.84,2127,72.83316204
1531,Dejan Ljubicic,AUT,MFFW,Köln,Bundesliga,24,57.79376499,0.91,1139,38.98595409,0.09,1192,40.8016444,0.96,1400,47.92737239,0.73,1170,40.77432857,1.23,1128,38.60911271,23.3,2542,87.05035971,1.05,1059,36.24528948
1532,Javier Llabrés,,FWMF,Mallorca,La Liga,,27.47516273,0,1,0,0,1,0,0.67,945,32.33984241,0,1,0,2,1906,65.26207605,10,691,23.63823227,0.67,680,23.26139089
1533,Diego Llorente,ESP,DF,Leeds United,Premier League,28,86.84480987,2.35,2565,87.83830079,0.73,2595,88.86605002,1.62,2400,82.18568003,4,2584,90.0941751,2.15,2068,70.81192189,13.9,1275,43.64508393,2.35,2611,89.41418294
1534,Marcos Llorente,ESP,DFMF,Atlético Madrid,La Liga,27,57.65673176,1.54,1774,60.73997945,0.33,1993,68.24254882,1.21,1814,62.11031175,1.73,1950,67.98046739,1.91,1834,62.7954779,14.8,1416,48.47550531,1.54,1705,58.37615622
1535,Hugo Lloris,FRA,GK,Tottenham,Premier League,35,14.42274752,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.11,176,5.995203837,0,1,0
1536,Giovani Lo Celso,ARG,MFFW,Tottenham,Premier League,26,48.95512162,1.15,1373,47.00239808,0.38,2092,71.63412127,2.31,2806,96.09455293,0,1,0,3.08,2656,90.95580678,26.5,2711,92.8400137,2.69,2757,94.41589585
1537,Giovani Lo Celso,ARG,FWMF,Villarreal,La Liga,26,51.07913669,0.64,917,31.3806098,0,1,0,0.36,616,21.0688592,0.27,703,24.48552494,1.64,1553,53.16889346,21.5,2404,82.32271326,0.36,537,18.36245289
1538,Julen Lobete,ESP,FWMF,Real Sociedad,La Liga,21,22.67899966,0,1,0,0.31,1938,66.3583419,1.56,2334,79.92463172,0,1,0,1.25,1150,39.36279548,24.4,2619,89.6882494,1.88,2177,74.54607742
1539,Stanislav Lobotka,SVK,MF,Napoli,Serie A,27,67.21479959,1.5,1731,59.26687222,0.11,1268,43.40527578,0.8,1119,38.30078794,0.64,1077,37.53051971,2.14,2059,70.50359712,17.7,1878,64.30284344,0.91,893,30.55841041
1540,Jürgen Locadia,NED,FWMF,Bochum,Bundesliga,28,15.82733813,0.82,1066,36.48509764,0,1,0,0,1,0,0.41,850,29.61283572,1.02,930,31.8259678,22,2450,83.89859541,0,1,0
1541,Jürgen Locadia,NED,FW,Brighton,Premier League,28,8.872901679,0,1,0,0,1,0,0,1,0,0,1,0,3.33,2721,93.18259678,13.3,1183,40.49331963,0,1,0
1542,Manuel Locatelli,ITA,MF,Juventus,Serie A,24,73.0729702,1.58,1818,62.24734498,0.96,2758,94.45015416,1.25,1882,64.43987667,1.75,1961,68.3641437,1.92,1849,63.30935252,15.1,1470,50.32545392,2.21,2518,86.22816033
1543,Banzouzi Locko,FRA,DFMF,Reims,Ligue 1,20,61.66495375,1.43,1653,56.59472422,0.71,2566,87.8725591,2.32,2810,96.23158616,0.71,1139,39.69305895,2.41,2275,77.90339157,18.8,2059,70.50359712,3.04,2827,96.81397739
1544,Renan Lodi,BRA,DF,Atlético Madrid,La Liga,24,47.48201439,2.06,2328,79.71908188,0.31,1938,66.3583419,1.98,2679,91.74374786,0.99,1424,49.63376352,2.44,2300,78.75984926,14,1289,44.12470024,2.29,2575,88.18088386
1545,Ruben Loftus-Cheek,ENG,MFDF,Chelsea,Premier League,26,82.9393628,0.97,1197,40.97293594,0.39,2112,72.31928743,0.97,1413,48.37273039,1.42,1766,61.562609,2,1906,65.26207605,16.2,1641,56.18362453,1.35,1432,49.02363823
1546,Kevin Long,IRL,DF,Burnley,Premier League,31,44.33025009,1.52,1751,59.95203837,0.65,2501,85.6457691,1.09,1614,55.25865022,3.26,2436,84.93198465,1.3,1214,41.55532717,9.13,597,20.41795135,1.74,2003,68.58513189
1547,Shane Long,IRL,FW,Southampton,Premier League,35,16.75231244,0.29,629,21.5142172,0,1,0,0.88,1258,43.0626927,0.29,729,25.39239623,2.35,2221,76.05344296,24.4,2619,89.6882494,0.88,873,29.87324426
1548,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,24,76.29325111,1.23,1450,49.64028777,0.37,2074,71.01747174,1.29,1956,66.97499144,1.35,1725,60.13254273,3.13,2678,91.70948955,26.2,2702,92.53168893,1.66,1871,64.06303529
1549,Ademola Lookman,NGA,FWMF,Leicester City,Premier League,24,44.33025009,1.24,1458,49.91435423,0.06,1078,36.89619733,1.55,2324,79.58204865,0.12,591,20.57900244,2.55,2388,81.77458034,21.4,2393,81.94587187,1.61,1794,61.4251456
1550,Anthony Lopes,POR,GK,Lyon,Ligue 1,31,15.41623844,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.12,187,6.372045221,0,1,0
1551,David López,ESP,MFDF,Espanyol,La Liga,32,87.9068174,1.33,1544,52.86056869,0.96,2758,94.45015416,0.84,1192,40.8016444,3.73,2519,87.82699686,3.01,2628,89.99657417,12.4,1043,35.69715656,1.81,2080,71.22302158
1552,Diego López,ESP,GK,Espanyol,La Liga,40,27.71497088,0,1,0,0,1,0,0.03,492,16.82082905,0.03,521,18.13742588,0,1,0,0.03,126,4.282288455,0.03,464,15.86159644
1553,Javi López,ESP,DF,Alavés,La Liga,20,11.57930798,1.96,2219,75.98492634,0.2,1623,55.56697499,2.75,2868,98.218568,3.14,2418,84.30415068,1.96,1880,64.37136005,20.4,2291,78.45152449,2.94,2813,96.33436108
1554,Maxime Lopez,FRA,MF,Sassuolo,Serie A,24,72.59335389,1.81,2071,70.91469681,0.18,1549,53.03186023,1.1,1634,55.94381638,1.35,1725,60.13254273,2.06,1987,68.03699897,16.7,1715,58.71873929,1.29,1353,46.31723193
1555,Pau López,ESP,GK,Marseille,Ligue 1,27,30.9352518,0,1,0,0,1,0,0,1,0,0.03,521,18.13742588,0,1,0,0.07,154,5.241521069,0,1,0
1556,Unai López,ESP,MF,Rayo Vallecano,La Liga,26,61.49366221,1.63,1883,64.47413498,0,1,0,1.4,2127,72.83316204,0.7,1128,39.30938263,2.17,2081,71.25727989,19.5,2148,73.5525865,1.4,1499,51.31894484
1557,Dion Lopy,SEN,MF,Reims,Ligue 1,20,49.70880439,1.76,2021,69.20178143,0.27,1837,62.89825283,1.21,1814,62.11031175,1.15,1582,55.14475061,3.19,2693,92.22336417,27.6,2741,93.86776293,1.48,1611,55.1558753
1558,Samuel Loric,FRA,DF,Lorient,Ligue 1,21,53.99109284,3.33,2856,97.80746831,0,1,0,2.33,2812,96.30010277,2.67,2294,79.9790722,2.33,2205,75.50531004,15.7,1565,53.57999315,2.33,2599,89.00308325
1559,Anthony Losilla,FRA,MF,Bochum,Bundesliga,36,97.39636862,2.27,2511,85.98835218,0.28,1861,63.72045221,0.98,1429,48.92086331,3.22,2431,84.75758633,2.64,2439,83.52175403,19.5,2148,73.5525865,1.26,1315,45.01541624
1560,Jonas Lössl,DEN,GK,Brentford,Premier League,33,13.12093183,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1561,Marcel Lotka,POL,GK,Hertha BSC,Bundesliga,21,33.60739979,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1562,Jordan Lotomba,SUI,DF,Nice,Ligue 1,23,42.51455978,1.06,1298,44.43302501,0.2,1623,55.56697499,1.11,1650,56.4919493,1.52,1826,63.65538891,1.77,1696,58.06783145,11.5,924,31.62041795,1.31,1380,47.24220624
1563,Johaneko Louisjean,FRA,DF,Bordeaux,Ligue 1,17,79.75334018,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1564,Imran Louza,MAR,MF,Watford,Premier League,23,94.55292909,3.06,2820,96.57416924,0.38,2092,71.63412127,1.08,1602,54.84755053,1.4,1754,61.14405302,3.25,2704,92.60020555,22,2450,83.89859541,1.46,1594,54.57348407
1565,Matteo Lovato,ITA,DFMF,Atalanta,Serie A,22,79.75334018,1.76,2021,69.20178143,0.59,2418,82.80232956,0.29,577,19.7327852,1.76,1967,68.5734217,1.76,1687,57.75950668,12.4,1043,35.69715656,0.88,873,29.87324426
1566,Matteo Lovato,ITA,DF,Cagliari,Serie A,22,96.50565262,3.41,2880,98.62966769,0.72,2586,88.55772525,1.23,1846,63.2065776,3.41,2474,86.25741193,2.03,1963,67.21479959,11.2,881,30.14731072,1.96,2266,77.5950668
1567,Eduard Löwen,GER,MF,Bochum,Bundesliga,25,65.74169236,1.21,1430,48.95512162,0.13,1346,46.07742378,1.21,1814,62.11031175,1.4,1754,61.14405302,2.23,2136,73.14148681,23.9,2582,88.42069202,1.34,1418,48.54402193
1568,Matthew Lowton,ENG,DF,Burnley,Premier League,32,73.41555327,1.73,1988,68.07125728,0.66,2511,85.98835218,1.62,2400,82.18568003,3.45,2482,86.53644925,2.28,2174,74.4433025,9.54,648,22.16512504,2.28,2567,87.9068174
1569,Anthony Lozano,HON,FWMF,Cádiz,La Liga,29,14.66255567,0.43,731,25.00856458,0.22,1677,57.4169236,0.75,1053,36.03973964,0.38,823,28.67108476,0.59,607,20.76053443,13.5,1217,41.65810209,0.97,967,33.09352518
1570,Hirving Lozano,MEX,FW,Napoli,Serie A,26,27.23535457,0.78,1034,35.38883179,0,1,0,1.51,2272,77.80061665,0.34,787,27.41541681,1.68,1602,54.84755053,18,1922,65.81020898,1.51,1669,57.14285714
1571,Jean Lucas,BRA,MF,Monaco,Ligue 1,23,73.51832819,1.93,2193,75.09421035,0.37,2074,71.01747174,1.06,1577,53.99109284,0.25,681,23.71817231,3.23,2699,92.42891401,24.3,2610,89.37992463,1.43,1543,52.82631038
1572,Anderson Lucoqui,ANG,DF,Mainz 05,Bundesliga,24,34.77218225,1.45,1685,57.69099007,0.24,1740,59.57519699,1.69,2481,84.96060295,2.17,2122,73.97976979,2.89,2559,87.63275094,16,1611,55.1558753,1.93,2233,76.46454265
1573,José Luis Gayà,ESP,DF,Valencia,La Liga,27,40.04796163,1.88,2143,73.38129496,0.14,1396,47.79033916,1.25,1882,64.43987667,2.07,2098,73.14265783,1.54,1443,49.40047962,12.6,1083,37.06748887,1.39,1484,50.80507023
1574,José Luis Morales,ESP,FWMF,Levante,La Liga,34,35.01199041,0.53,833,28.50291196,0,1,0,0.99,1445,49.46899623,0.26,690,24.03208929,0.83,741,25.35114765,16.2,1641,56.18362453,0.99,984,33.67591641
1575,José Luis Palomino,ARG,DF,Atalanta,Serie A,32,97.60191847,3.1,2825,96.74546077,0.74,2601,89.07159986,1.38,2104,72.04522097,3.7,2513,87.61771887,3.33,2721,93.18259678,13.6,1236,42.30900993,2.12,2451,83.93285372
1576,Florentino Luís,POR,MF,Getafe,La Liga,22,91.40116478,2.82,2764,94.65570401,0.09,1192,40.8016444,1.82,2594,88.83179171,1.55,1846,64.35298221,3.82,2815,96.4028777,25.8,2685,91.9492977,1.91,2220,76.01918465
1577,Luismi,ESP,FW,Sevilla,La Liga,21,79.75334018,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,40,2864,98.08153477,0,1,0
1578,Douglas Luiz,BRA,MF,Aston Villa,Premier League,24,75.23124358,2.02,2301,78.79410757,0.26,1803,61.73347037,1.19,1776,60.80849606,0.96,1405,48.97104988,2.12,2040,69.85268928,17.4,1825,62.48715313,1.46,1594,54.57348407
1579,Romelu Lukaku,BEL,FW,Chelsea,Premier League,29,6.577595067,0.06,548,18.73929428,0.17,1509,51.66152792,0.4,642,21.9595752,1.19,1606,55.98186257,0.28,490,16.75231244,10.7,811,27.74922919,0.56,602,20.58924289
1580,Castello Lukeba,FRA,DF,Lyon,Ligue 1,19,82.9393628,2.96,2797,95.78622816,0.43,2195,75.16272696,0.99,1445,49.46899623,3.09,2411,84.05999302,1.59,1506,51.558753,10.9,837,28.63994519,1.42,1529,52.34669407
