Rk,Player,SoT,Norm_SoT_Rk,SoT%,PasTotCmp%,PasLonCmp%,PasProg,PassProgRk,PassProg%,GCA,GCA_rk,GCA%,DriSucc%,Carries,Carries_rk,Carries%,Recov,Recov_rk,Recov%,Nation,Pos,Club,League,Age,Recov
2182,Teemu Pukki,0.66,2327,79.68482357,74.5,70,0.66,508,17.36896197,0.11,1478,50.59952038,46.2,14.5,211,7.194244604,3.43,288,9.832134293,FIN,FW,Norwich City,Premier League,32,3.43
2183,Erick Pulgar,0.53,2173,74.40904419,88.6,76.3,3.16,1858,63.61767729,0.53,2687,92.01781432,100,46.3,2443,83.65878726,9.21,2134,73.0729702,CHI,MF,Fiorentina,Serie A,28,9.21
2184,Christian Pulisic,0.77,2435,83.38472079,79.7,57.9,2.1,1168,39.97944502,0.14,1631,55.84104145,42.6,35.7,1767,60.50017129,5.52,857,29.32511134,USA,MFFW,Chelsea,Premier League,23,5.52
2185,Afimico Pululu,0,1,0,75,50,1.25,718,24.56320658,0,1,0,44.4,46.3,2443,83.65878726,2.5,167,5.686879068,FRA,FW,Greuther Fürth,Bundesliga,23,2.5
2186,Ignacio Pussetto,0.9,2563,87.76978417,69.7,75.8,1.72,959,32.81945872,0.52,2675,91.60671463,38.5,25.1,830,28.40013703,5.37,813,27.8177458,ARG,FWMF,Udinese,Serie A,26,5.37
2187,Niklas Pyyhtiä,0,1,0,81.8,33.3,15,2911,99.69167523,0,1,0,100,95,2914,99.79445015,20,2886,98.83521754,FIN,MF,Bologna,Serie A,18,20
2188,Przemys?aw P?acheta,1.25,2778,95.13532032,68.2,52,2.14,1198,41.00719424,0,1,0,60,27.5,1013,34.66940733,6.07,1025,35.08050702,POL,FWMF,Norwich City,Premier League,24,6.07
2189,Yacine Qasmi,0,1,0,33.3,0,0,1,0,0,1,0,0,1,23,0.7536827681,1,115,3.905447071,MAR,MF,Rayo Vallecano,La Liga,31,1
2190,Fabio Quagliarella,0.54,2184,74.78588558,68.2,58.5,1.73,964,32.99075026,0.38,2454,84.03562864,64,25.8,878,30.0445358,4.7,580,19.83556012,ITA,FW,Sampdoria,Serie A,39,4.7
2191,Quini,0.08,1062,36.34806441,70.6,42.3,1.84,1023,35.01199041,0.16,1713,58.65022268,51.7,23.2,681,23.29564919,8.05,1716,58.7529976,ESP,DF,Granada,La Liga,32,8.05
2192,Dani Raba,0,1,0,80,0,0,1,0,0,1,0,0,26.7,943,32.2713258,3.33,260,8.872901679,ESP,MFFW,Granada,La Liga,26,3.33
2193,Dani Raba,0,1,0,68.2,60,3,1766,60.46591298,0,1,0,50,42,2211,75.71085988,7,1308,44.77560808,ESP,MFFW,Villarreal,La Liga,26,7
2194,Adrien Rabiot,0.28,1748,59.84926345,82.7,73.3,2.4,1378,47.17368962,0.12,1527,52.27817746,64.1,34.6,1655,56.66324084,8.46,1851,63.37786913,FRA,MF,Juventus,Serie A,27,8.46
2195,Uro Ra?i?,0.07,1030,35.25179856,75.1,64.2,3.36,1993,68.24254882,0,1,0,62.5,28.6,1105,37.82117163,9.78,2289,78.38300788,SRB,MF,Valencia,La Liga,24,9.78
2196,Nemanja Radoja,0,1,0,84,65,1.7,946,32.37410072,0.07,1304,44.63857485,61.5,28.9,1134,38.81466256,8.22,1770,60.60294621,SRB,MF,Levante,La Liga,29,8.22
2197,Nemanja Radonji?,0,1,0,90,0,0,1,0,0,1,0,33.3,60,2791,95.58067831,5,663,22.67899966,SRB,MF,Marseille,Ligue 1,26,5
2198,Ivan Radovanovi?,0.43,2013,68.92771497,83.7,78.3,2.48,1430,48.95512162,0.09,1391,47.61904762,100,29,1148,39.29427886,10.3,2470,84.58376156,SRB,DFMF,Salernitana,Serie A,33,10.3
2199,Ionu? Radu,0,1,0,82.6,63.6,0,1,0,0,1,0,0,18,352,12.02466598,1,115,3.905447071,ROU,GK,Inter,Serie A,25,1
2200,?tefan Radu,0.16,1358,46.48852347,81.9,50,2.58,1527,52.27817746,0,1,0,66.7,35.8,1778,60.87701268,7.74,1610,55.12161699,ROU,DF,Lazio,Serie A,35,7.74
2201,Boris Radunovi?,0,1,0,56.3,43,0,1,0,0,1,0,0,14,189,6.440561836,4,384,13.12093183,SRB,GK,Cagliari,Serie A,26,4
2202,Sidney Raebiger,0,1,0,100,0,0,1,0,0,1,0,0,2,43,1.438848921,1,115,3.905447071,GER,MF,RB Leipzig,Bundesliga,17,1
2203,Rafinha,0.17,1391,47.61904762,86.8,69.1,3.93,2264,77.52655019,0.09,1391,47.61904762,55.2,53.2,2686,91.98355601,10.7,2567,87.9068174,BRA,MFFW,Real Sociedad,La Liga,29,10.7
2204,Rafinha,0,1,0,90.8,81.8,4.17,2377,81.39773895,0,1,0,55.6,74.2,2879,98.59540939,5,663,22.67899966,BRA,FWMF,Paris S-G,Ligue 1,29,5
2205,Antonio Raillo,0.18,1430,48.95512162,86.4,66.4,1.82,1007,34.46385749,0,1,0,0,23.7,711,24.32339842,8.71,1946,66.63240836,ESP,DF,Mallorca,La Liga,30,8.71
2206,Antonio Raimondo,1.25,2778,95.13532032,76.9,0,0,1,0,0,1,0,0,17.5,338,11.54504967,3.75,342,11.68208291,ITA,FW,Bologna,Serie A,18,3.75
2207,Predrag Rajkovi?,0,1,0,70.7,50.8,0.03,412,14.08016444,0,1,0,0,16.4,285,9.72935937,5.66,904,30.9352518,SRB,GK,Reims,Ligue 1,26,5.66
2208,Jesuran Rak Sakyi,0,1,0,83.3,100,1.11,660,22.57622473,0,1,0,0,31.1,1359,46.52278177,5.56,868,29.70195272,ENG,FWMF,Crystal Palace,Premier League,19,5.56
2209,Ivan Rakiti?,0.41,1988,68.07125728,84.5,69.7,4.42,2455,84.06988695,0.41,2518,86.22816033,35,50.7,2630,90.06509078,9.3,2157,73.86091127,CRO,MF,Sevilla,La Liga,34,9.3
2210,Diant Ramaj,0,1,0,70,33.3,0,1,0,0,1,0,0,23,671,22.95306612,5,663,22.67899966,GER,GK,Eint Frankfurt,Bundesliga,20,5
2211,Jonás Ramalho,0,1,0,74.6,52.9,4.44,2458,84.17266187,0,1,0,0,32.2,1454,49.777321,7.41,1472,50.39397054,ESP,DF,Osasuna,La Liga,28,7.41
2212,Adil Rami,0.23,1599,54.74477561,84.8,71.6,1.62,902,30.86673518,0,1,0,66.7,28.5,1095,37.47858856,7.23,1407,48.16718054,FRA,DF,Troyes,Ligue 1,36,7.23
2213,Sandro Ramírez,0.86,2531,86.67351833,72.8,55.8,0.62,495,16.92360397,0.12,1527,52.27817746,33.9,28.9,1134,38.81466256,5.49,847,28.98252826,ESP,FW,Getafe,La Liga,26,5.49
2214,Guilherme Ramos,0.3,1786,61.15107914,68.6,46.3,2.97,1755,60.0890716,0,1,0,42.9,29.1,1156,39.56834532,10.1,2422,82.9393628,POR,DF,Arminia,Bundesliga,24,10.1
2215,Sergio Ramos,0.45,2046,70.05823912,94.4,90.5,5.73,2749,94.14182939,0.11,1478,50.59952038,100,73.8,2878,98.56115108,8.88,2005,68.65364851,ESP,DF,Paris S-G,Ligue 1,36,8.88
2216,Aaron Ramsdale,0,1,0,68.2,40.9,0.03,412,14.08016444,0.03,1120,38.33504625,100,20.1,508,17.36896197,5.38,817,27.95477903,ENG,GK,Arsenal,Premier League,24,5.38
2217,Aaron Ramsey,0,1,0,89.6,83.3,3.64,2128,72.86742035,0,1,0,0,42.7,2252,77.1154505,3.64,324,11.06543337,WAL,MF,Juventus,Serie A,31,3.64
2218,Jacob Ramsey,0.4,1964,67.2490579,86.2,80.8,3.39,2008,68.75642343,0.11,1478,50.59952038,60,37,1858,63.61767729,6.5,1135,38.84892086,ENG,MF,Aston Villa,Premier League,21,6.5
2219,Luca Ranieri,0.17,1391,47.61904762,70.7,45.9,3.63,2125,72.76464543,0.04,1178,40.32202809,56.8,26.4,921,31.51764303,6.2,1059,36.24528948,ITA,DF,Salernitana,Serie A,23,6.2
2220,Andrea Ranocchia,0.26,1693,57.96505653,95.2,92.7,1.58,870,29.77046934,0,1,0,0,38.7,1975,67.62589928,5.79,943,32.2713258,ITA,DF,Inter,Serie A,34,5.79
2221,Tobias Raschl,0.15,1332,45.59780747,79.5,59.4,1.52,851,29.11956149,0.15,1680,57.51969853,47.1,36.7,1831,62.69270298,8.94,2028,69.44158959,GER,MF,Greuther Fürth,Bundesliga,22,8.94
2222,Elba Rashani,0.62,2283,78.17745803,77.1,52.6,1.59,882,30.18156903,0.21,1939,66.39260021,54.1,29.6,1203,41.17848578,6.67,1184,40.52757794,KVX,FWMF,Clermont Foot,Ligue 1,29,6.67
2223,Marcus Rashford,0.88,2546,87.18739294,70.4,45.5,1.9,1064,36.41658102,0.22,1991,68.1740322,38.5,29.7,1215,41.58958547,4.89,637,21.78828366,ENG,FWMF,Manchester Utd,Premier League,24,4.89
2224,Milot Rashica,0.65,2312,79.17094896,63,40.6,1.65,913,31.24357657,0.16,1713,58.65022268,30,25.8,878,30.0445358,5.6,878,30.0445358,KVX,FWMF,Norwich City,Premier League,25,5.6
2225,Giacomo Raspadori,0.82,2495,85.44021925,78.5,59.6,2.34,1340,45.87187393,0.39,2483,85.02911956,54,34.1,1620,55.46420007,5.23,770,26.34463857,ITA,MFFW,Sassuolo,Serie A,22,5.23
2226,Raúl,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,ESP,FW,Betis,La Liga,21,0
2227,David Raum,0.26,1693,57.96505653,74.2,51.3,5,2607,89.27714971,0.59,2757,94.41589585,49.2,41.4,2176,74.51181912,8.01,1707,58.44467283,GER,DF,Hoffenheim,Bundesliga,24,8.01
2228,Nicola Ravaglia,0,1,0,50,50,0,1,0,0,1,0,0,20,459,15.6903049,0,1,0,ITA,GK,Sampdoria,Serie A,33,0
2229,David Raya,0,1,0,67.1,48.9,0.13,447,15.27920521,0,1,0,0,22.5,640,21.89105858,5.25,773,26.4474135,ESP,GK,Brentford,Premier League,26,5.25
2230,Ante Rebi?,0.61,2272,77.80061665,64.5,59.6,4.04,2325,79.61630695,0.3,2277,77.97190819,60.6,32.1,1438,49.22918808,5.86,962,32.92223364,CRO,FW,Milan,Serie A,28,5.86
2231,Arkadiusz Reca,0.2,1504,51.49023638,70.4,48.8,2.99,1763,60.36313806,0.1,1442,49.36622131,54.2,31,1346,46.07742378,6.65,1176,40.25351148,POL,DF,Spezia,Serie A,26,6.65
2232,Lluís Recasens,0,1,0,66.7,66.7,2,1109,37.95820486,0,1,0,0,14,189,6.440561836,6,994,34.01849949,ESP,DF,Espanyol,La Liga,20,6
2233,Nathan Redmond,0.44,2031,69.54436451,70.4,43,3.82,2217,75.91640973,0.39,2483,85.02911956,56.4,30.7,1320,45.18670778,6.96,1295,44.33025009,ENG,MFFW,Southampton,Premier League,28,6.96
2234,Sergio Reguilón,0.42,1998,68.41384036,75.5,54.5,2.44,1407,48.16718054,0.23,2026,69.37307297,37.5,35.6,1754,60.05481329,6.76,1237,42.34326824,ESP,DF,Tottenham,Premier League,25,6.76
2235,Manolo Reina,0,1,0,62.5,42.8,0,1,0,0,1,0,0,13,152,5.173004454,4.48,504,17.23192874,ESP,GK,Mallorca,La Liga,37,4.48
2236,Pepe Reina,0,1,0,81.5,62.9,0,1,0,0.07,1304,44.63857485,0,20.3,513,17.54025351,4.07,413,14.11442275,ESP,GK,Lazio,Serie A,39,4.07
2237,Jeff Reine-Adélaïde,0.45,2046,70.05823912,85.8,56,5.91,2773,94.96402878,0.91,2872,98.35560123,54.5,75.5,2883,98.73244262,8.64,1911,65.43336759,FRA,MF,Lyon,Ligue 1,24,8.64
2238,Reinier,0,1,0,80.5,50,1.67,920,31.48338472,0,1,0,100,38.9,1995,68.31106543,6.67,1184,40.52757794,BRA,FWMF,Dortmund,Bundesliga,20,6.67
2239,Karim Rekik,0,1,0,91.5,77.8,2.13,1190,40.73312778,0.16,1713,58.65022268,70,51.7,2645,90.5789654,7.38,1460,49.98287085,NED,DF,Sevilla,La Liga,27,7.38
2240,Álex Remiro,0,1,0,75.4,53.8,0,1,0,0,1,0,0,19.8,450,15.38198013,4.71,583,19.93833505,ESP,GK,Real Sociedad,La Liga,27,4.71
2241,Panagiotis Retsos,0,1,0,83.3,100,2.5,1447,49.53751285,0,1,0,100,30,1241,42.48030147,5,663,22.67899966,GRE,DFFW,Leverkusen,Bundesliga,23,5
2242,Panagiotis Retsos,0,1,0,63.6,66.7,5,2607,89.27714971,0,1,0,0,25,815,27.88626242,11.7,2708,92.73723878,GRE,DFMF,Hellas Verona,Serie A,23,11.7
2243,Marco Reus,0.79,2462,84.3096951,80.9,66.7,4.03,2319,79.41075711,0.9,2871,98.32134293,47.9,38.3,1948,66.70092497,6.15,1046,35.79993148,GER,MFFW,Dortmund,Bundesliga,32,6.15
2244,Elvis Rexhbeçaj,0.25,1663,56.9373073,66.3,38.4,2.27,1290,44.15895855,0.14,1631,55.84104145,41.5,23.7,711,24.32339842,9.82,2297,78.65707434,GER,MF,Bochum,Bundesliga,24,9.82
2245,Gio Reyna,1.22,2769,94.82699555,78.2,48.1,1.84,1023,35.01199041,0.2,1901,65.09078452,53.3,45.3,2406,82.39122987,8.37,1828,62.58992806,USA,MF,Dortmund,Bundesliga,19,8.37
2246,Bryan Reynolds,0,1,0,100,0,0,1,0,0,1,0,0,2,43,1.438848921,0,1,0,USA,DF,Roma,Serie A,20,0
2247,Nico Ribaudo,0.32,1822,62.38437821,84.6,75,3.06,1801,61.66495375,0,1,0,57.1,37.3,1879,64.33710175,5.65,901,30.83247688,ESP,MFFW,Espanyol,La Liga,21,5.65
2248,Tiago Ribeiro,0,1,0,100,0,0,1,0,0,1,0,0,2,43,1.438848921,0,1,0,POR,FW,Monaco,Ligue 1,20,0
2249,Franck Ribéry,0.13,1255,42.95991778,77.7,58.5,3.86,2243,76.80712573,0.25,2095,71.7368962,38.1,42.8,2260,77.38951696,7.15,1380,47.24220624,FRA,MFFW,Salernitana,Serie A,39,7.15
2250,Samuele Ricci,0.06,1004,34.36108256,89,72.1,4.65,2532,86.70777664,0.12,1527,52.27817746,71.4,42.5,2233,76.46454265,8.76,1960,67.11202467,ITA,MF,Empoli,Serie A,20,8.76
2251,Samuele Ricci,0.13,1255,42.95991778,91.6,89.6,2.88,1704,58.34189791,0.13,1583,54.19664269,50,39.4,2028,69.44158959,6.5,1135,38.84892086,ITA,MF,Torino,Serie A,20,6.5
2252,Declan Rice,0.23,1599,54.74477561,90.7,82.7,4.22,2400,82.18568003,0.23,2026,69.37307297,60.7,51,2635,90.23638232,10.4,2490,85.26892771,ENG,MF,West Ham,Premier League,23,10.4
2253,Chris Richards,0.07,1030,35.25179856,86.7,68.9,3.59,2099,71.87392943,0.28,2207,75.57382665,66.7,48.9,2558,87.59849263,11,2622,89.79102432,USA,DF,Hoffenheim,Bundesliga,22,11
2254,Chris Richards,0,1,0,100,0,0,1,0,0,1,0,0,2,43,1.438848921,1,115,3.905447071,USA,DF,Bayern Munich,Bundesliga,22,1
2255,Omar Richards,0,1,0,88,61.5,5.31,2696,92.32613909,0,1,0,100,61.8,2815,96.4028777,8.16,1755,60.0890716,ENG,DF,Bayern Munich,Bundesliga,24,8.16
2256,Taylor Richards,0,1,0,85.2,100,6.67,2827,96.81397739,0,1,0,0,86.7,2906,99.52038369,16.7,2878,98.56115108,ENG,MFFW,Brighton,Premier League,21,16.7
2257,Richarlison,0.71,2372,81.22644741,61.8,42.6,1.21,708,24.2206235,0.29,2241,76.73860911,46.5,24.3,761,26.03631381,6.61,1164,39.84241178,BRA,FWMF,Everton,Premier League,25,6.61
2258,Marco Richter,0.9,2563,87.76978417,66.4,46.5,2.06,1149,39.32853717,0.16,1713,58.65022268,34.1,29.9,1235,42.27475163,7.57,1547,52.96334361,GER,FWMF,Hertha BSC,Bundesliga,24,7.57
2259,Diego Rico,0.05,970,33.1963001,76,48.5,5.14,2664,91.22987324,0.11,1478,50.59952038,37.5,41.9,2208,75.60808496,10.2,2453,84.00137033,ESP,DF,Real Sociedad,La Liga,29,10.2
2260,Sergio Rico,0,1,0,87.5,75,0,1,0,0,1,0,0,16.7,296,10.10620075,6.67,1184,40.52757794,ESP,GK,Paris S-G,Ligue 1,28,6.67
2261,Sergio Rico,0,1,0,68.5,53.9,0,1,0,0,1,0,0,11.1,118,4.008221994,4.14,429,14.66255567,ESP,GK,Mallorca,La Liga,28,4.14
2262,Jaïro Riedewald,0,1,0,83.3,66.7,3.08,1818,62.24734498,0,1,0,0,33.1,1529,52.34669407,9.23,2140,73.27852004,NED,MF,Crystal Palace,Premier League,25,9.23
2263,Manuel Riemann,0,1,0,62.3,53.6,0.19,450,15.38198013,0.06,1249,42.75436793,0,32,1430,48.95512162,6.19,1056,36.14251456,GER,GK,Bochum,Bundesliga,33,6.19
2264,Tomás Rincón,0,1,0,83.9,76.9,3.89,2251,77.08119219,0,1,0,100,35.6,1754,60.05481329,12.8,2797,95.78622816,VEN,MFFW,Torino,Serie A,34,12.8
2265,Tomás Rincón,0.08,1062,36.34806441,84.6,75.9,3.15,1854,63.48064406,0.08,1348,46.14594039,76.9,38.9,1995,68.31106543,8.38,1831,62.69270298,VEN,MF,Sampdoria,Serie A,34,8.38
2266,Luis Rioja,0.43,2013,68.92771497,60.1,36.4,1.71,952,32.57965057,0.2,1901,65.09078452,52,28,1059,36.24528948,7.4,1468,50.25693731,ESP,FWMF,Alavés,La Liga,28,7.4
2267,Renaud Ripart,0.62,2283,78.17745803,71.4,55.1,2.33,1332,45.59780747,0.14,1631,55.84104145,42.3,30.4,1298,44.43302501,5.43,832,28.46865365,FRA,FWDF,Troyes,Ligue 1,29,5.43
2268,Mihailo Risti?,0.25,1663,56.9373073,76.1,46.2,3.85,2230,76.36176773,0.25,2095,71.7368962,61.5,37.4,1889,64.67968482,7.55,1539,52.68927715,SRB,DF,Montpellier,Ligue 1,26,7.55
2269,Matt Ritchie,0.2,1504,51.49023638,72.7,46.6,3.22,1900,65.05652621,0.2,1901,65.09078452,60,27.2,985,33.71017472,7.92,1673,57.27989037,SCO,DF,Newcastle Utd,Premier League,32,7.92
2270,Maxence Rivera,0,1,0,0,0,0,1,0,0,1,0,0,10,86,2.911956149,10,2329,79.75334018,FRA,FW,Saint-Étienne,Ligue 1,19,10
2271,Rober,0.04,942,32.23706749,81.2,56.8,3.09,1830,62.65844467,0.13,1583,54.19664269,80,33.6,1571,53.78554299,9.69,2266,77.5950668,ESP,DF,Levante,La Liga,27,9.69
2272,Sergi Roberto,0.68,2348,80.40424803,89.9,69,3.41,2014,68.96197328,0.23,2026,69.37307297,100,46.1,2436,83.4189791,8.64,1911,65.43336759,ESP,MFDF,Barcelona,La Liga,30,8.64
2273,Connor Roberts,0.21,1541,52.75779376,67.4,41.1,3.35,1988,68.07125728,0.05,1223,41.86365194,57.1,27.6,1027,35.14902364,7.98,1696,58.06783145,WAL,DF,Burnley,Premier League,26,7.98
2274,Patrick Roberts,0,1,0,83.3,0,5,2607,89.27714971,0,1,0,0,40,2065,70.70914697,10,2329,79.75334018,ENG,DF,Troyes,Ligue 1,25,10
2275,Tyler Roberts,1.09,2707,92.70298047,73.8,57.9,2.18,1232,42.1719767,0.09,1391,47.61904762,40.9,28.2,1078,36.89619733,5.73,920,31.48338472,WAL,MFFW,Leeds United,Premier League,23,5.73
2276,Andrew Robertson,0.28,1748,59.84926345,81,51.4,7.02,2849,97.56766016,0.57,2740,93.83350462,50,57.2,2755,94.34737924,8.79,1973,67.55738267,SCO,DF,Liverpool,Premier League,28,8.79
2277,Marc Roca,0,1,0,86.5,68.1,5,2607,89.27714971,0.24,2059,70.50359712,60,54.8,2717,93.04556355,13.8,2837,97.15656047,ESP,MF,Bayern Munich,Bundesliga,25,13.8
2278,Rubén Rochina,0.6,2262,77.45803357,68.3,47.6,3.98,2283,78.17745803,0.36,2425,83.04213772,50,41,2157,73.86091127,7.83,1640,56.14936622,ESP,MFFW,Granada,La Liga,31,7.83
2279,Cimo Röcker,0,1,0,64.7,33.3,0,1,0,0,1,0,0,45,2379,81.46625557,5,663,22.67899966,GER,DF,Hertha BSC,Bundesliga,28,5
2280,Enzo Roco,0.11,1188,40.66461117,83.7,68.1,1.48,836,28.60568688,0,1,0,37.5,26.7,943,32.2713258,8.13,1743,59.67797191,CHI,DF,Elche,La Liga,29,8.13
2281,Stian Rode Gregersen,0.09,1103,37.75265502,85.3,68.4,1.75,977,33.43610826,0.09,1391,47.61904762,58.3,31.8,1406,48.13292223,7.37,1457,49.88009592,NOR,DF,Bordeaux,Ligue 1,27,7.37
2282,Sebastian Rode,0.24,1630,55.80678314,81.1,71.7,5.48,2718,93.07982186,0.12,1527,52.27817746,50,33.5,1559,53.3744433,13.1,2814,96.36861939,GER,MF,Eint Frankfurt,Bundesliga,31,13.1
2283,Joe Rodon,0,1,0,90.3,85.7,0,1,0,0,1,0,0,23,671,22.95306612,8,1698,58.13634806,WAL,DF,Tottenham,Premier League,24,8
2284,Rodri,0.44,2031,69.54436451,92.5,86.4,5.59,2734,93.62795478,0.09,1391,47.61904762,50,68.2,2860,97.94450154,13,2808,96.16306954,ESP,MF,Manchester City,Premier League,25,13
2285,Rodrigo,0.67,2337,80.02740665,74.5,66.4,3.02,1778,60.87701268,0.16,1713,58.65022268,37.5,31,1346,46.07742378,5.52,857,29.32511134,ESP,MFFW,Leeds United,Premier League,31,5.52
2286,Rodrigo,0.71,2372,81.22644741,82.1,66.1,5.51,2722,93.21685509,0.51,2666,91.29838986,58.3,43.5,2304,78.89688249,6.22,1062,36.34806441,ESP,FW,Betis,La Liga,22,6.22
2287,Gerson Rodrigues,0.74,2409,82.4940048,75.1,58.6,1.49,840,28.74272011,0.11,1478,50.59952038,39.4,31.5,1385,47.41349777,5.11,739,25.28263104,LUX,FW,Troyes,Ligue 1,26,5.11
2288,Kévin Rodrigues,0,1,0,72,38.2,2.71,1600,54.77903392,0,1,0,42.9,31.9,1424,48.74957177,8.96,2040,69.85268928,POR,DFFW,Rayo Vallecano,La Liga,28,8.96
2289,Óscar Rodríguez Arnaiz,0.22,1565,53.57999315,79,63.2,3.26,1921,65.77595067,0.22,1991,68.1740322,56.3,43.3,2287,78.31449126,4.78,606,20.72627612,ESP,FWMF,Sevilla,La Liga,23,4.78
2290,Óscar Rodríguez Arnaiz,0.76,2430,83.21342926,75.7,55.4,2.1,1168,39.97944502,0.29,2241,76.73860911,57.9,33.4,1553,53.16889346,7.24,1412,48.33847208,ESP,MFFW,Getafe,La Liga,23,7.24
2291,Ángel Rodríguez,0.64,2305,78.9311408,72.5,53.3,1.45,819,28.02329565,0.35,2403,82.28845495,51.9,16.9,309,10.55155875,4.3,470,16.06714628,ESP,FW,Mallorca,La Liga,35,4.3
2292,Dani Rodríguez,0.32,1822,62.38437821,76,54.2,2.25,1277,43.71360055,0.19,1849,63.30935252,58.3,30.8,1327,45.42651593,7.56,1542,52.79205207,ESP,MFFW,Mallorca,La Liga,33,7.56
2293,Guido Rodríguez,0.28,1748,59.84926345,86.6,75.2,3.17,1862,63.75471052,0.14,1631,55.84104145,75,40.4,2122,72.6618705,10.6,2536,86.84480987,ARG,MF,Betis,La Liga,28,10.6
2294,Jay Rodriguez,0.71,2372,81.22644741,65.5,33.3,1.17,690,23.60397396,0.19,1849,63.30935252,61.1,15.3,246,8.393285372,4.42,492,16.82082905,ENG,FW,Burnley,Premier League,32,4.42
2295,Ricardo Rodríguez,0,1,0,86.2,60.8,3.38,1999,68.44809866,0.11,1478,50.59952038,80,41.3,2171,74.34052758,8.58,1900,65.05652621,SUI,DF,Torino,Serie A,29,8.58
2296,Rodrygo,0.93,2590,88.69475848,82.9,35.3,2.47,1426,48.81808839,0.68,2811,96.26584447,42.9,42.8,2260,77.38951696,4.51,524,17.9170949,BRA,FW,Real Madrid,La Liga,21,4.51
2297,Mads Roerslev,0.14,1299,44.46728332,66.9,46.9,1.88,1039,35.56012333,0.22,1991,68.1740322,20,18.8,395,13.49777321,5.94,984,33.67591641,DEN,DF,Brentford,Premier League,22,5.94
2298,Marko Rog,0.29,1770,60.60294621,83,76.9,1.71,952,32.57965057,0.57,2740,93.83350462,44.4,40.3,2115,72.42206235,10.6,2536,86.84480987,CRO,MF,Cagliari,Serie A,26,10.6
2299,Rogério,0.21,1541,52.75779376,82.9,59.4,3.18,1867,63.92600206,0.1,1442,49.36622131,47.4,47.2,2486,85.13189448,7.03,1328,45.46077424,BRA,DF,Sassuolo,Serie A,24,7.03
2300,Alessio Romagnoli,0.32,1822,62.38437821,89.5,76.3,3.82,2217,75.91640973,0.13,1583,54.19664269,100,45,2379,81.46625557,9.68,2261,77.42377527,ITA,DF,Milan,Serie A,27,9.68
2301,Simone Romagnoli,0.12,1221,41.79513532,78.9,57.5,2.83,1667,57.07434053,0.06,1249,42.75436793,33.3,29.2,1167,39.94518671,11.1,2639,90.37341555,ITA,DF,Empoli,Serie A,32,11.1
2302,Leonardo Román,0,1,0,71,50,0,1,0,0,1,0,100,14,189,6.440561836,4.5,511,17.4717369,ESP,GK,Mallorca,La Liga,21,4.5
2303,Cristian Romero,0.1,1140,39.0202124,87.4,67.6,2.54,1502,51.42171977,0.1,1442,49.36622131,64.3,50,2581,88.38643371,9.71,2272,77.80061665,ARG,DF,Tottenham,Premier League,24,9.71
2304,Iván Romero,0.5,2119,72.55909558,81.1,100,0.5,472,16.1356629,0.5,2651,90.78451524,33.3,24,732,25.04282288,3,214,7.297019527,ESP,FW,Sevilla,La Liga,21,3
2305,Luka Romero,1.11,2715,92.97704693,94.3,100,0,1,0,0,1,0,66.7,43.3,2287,78.31449126,3.33,260,8.872901679,ARG,FW,Lazio,Serie A,17,3.33
2306,Sergio Romero,0,1,0,71.4,52.5,0.06,435,14.86810552,0,1,0,0,17.8,349,11.92189106,5.19,759,25.96779719,ARG,GK,Venezia,Serie A,35,5.19
2307,Oriol Romeu,0.12,1221,41.79513532,82.8,72.2,3.89,2251,77.08119219,0.12,1527,52.27817746,66.7,39.5,2031,69.54436451,12.8,2797,95.78622816,ESP,MF,Southampton,Premier League,30,12.8
2308,Cristiano Ronaldo,1.43,2847,97.49914354,80.9,68.3,1.79,994,34.01849949,0.33,2352,80.54128126,52.8,28,1059,36.24528948,3.7,333,11.37375814,POR,FW,Manchester Utd,Premier League,37,3.7
2309,Cristiano Ronaldo,0,1,0,75,0,0,1,0,0,1,0,0,40,2065,70.70914697,6.67,1184,40.52757794,POR,FW,Juventus,Serie A,37,6.67
2310,Salomón Rondón,0.68,2348,80.40424803,66.7,55.6,0.45,463,15.82733813,0.11,1478,50.59952038,50,15.6,258,8.804385063,4.55,530,18.12264474,VEN,FW,Everton,Premier League,32,4.55
2311,Valentin Rongier,0.33,1844,63.13806098,90.4,83.8,6.11,2793,95.64919493,0.25,2095,71.7368962,61,60.7,2806,96.09455293,8.85,1994,68.27680713,FRA,DFMF,Marseille,Ligue 1,27,8.85
2312,Marten de Roon,0.18,1430,48.95512162,86.2,69,4.91,2591,88.72901679,0.11,1478,50.59952038,40,42.7,2252,77.1154505,12.2,2761,94.55292909,NED,MFDF,Atalanta,Serie A,31,12.2
2313,Unai Ropero,0,1,0,100,0,0,1,0,0,1,0,0,30,1241,42.48030147,0,1,0,ESP,MF,Alavés,La Liga,20,0
2314,Pablo Rosario,0.1,1140,39.0202124,88,76.9,4.55,2495,85.44021925,0.17,1771,60.63720452,64.3,43.6,2309,79.06817403,9.37,2183,74.75162727,NED,MF,Nice,Ligue 1,25,9.37
2315,Romario Rösch,0,1,0,0,0,0,1,0,0,1,0,0,2,43,1.438848921,0,1,0,GER,MF,Mainz 05,Bundesliga,22,0
2316,Danny Rose,0.13,1255,42.95991778,66.8,44.3,4.16,2372,81.22644741,0.13,1583,54.19664269,60,22.7,653,22.33641658,6.62,1167,39.94518671,ENG,DF,Watford,Premier League,31,6.62
